lambda,heldout,variant_label,method,utility_mean,utility_std,top1_mean,top1_std,latency_mean,latency_std,select_Tiny_mean,select_Small_mean,select_Medium_mean,select_Full_mean,n
0.02,block3_h36_seed13,"3-block, H=36",fixed_Full,0.8349307253463735,0.023747028988318673,0.8549307253463733,0.023747028988318594,1.0,0.0,0.0,0.0,0.0,1.0,409
0.02,block3_h36_seed13,"3-block, H=36",fixed_Medium,0.8709128650005629,0.013902789005079057,0.8785656071719642,0.013902789005078985,0.3826371085700641,0.0,0.0,0.0,1.0,0.0,409
0.02,block3_h36_seed13,"3-block, H=36",fixed_Small,0.8647652776929974,0.02497400724701637,0.8687856560717196,0.02497400724701637,0.2010189189360956,0.0,0.0,1.0,0.0,0.0,409
0.02,block3_h36_seed13,"3-block, H=36",fixed_Tiny,0.8723943715112559,0.021079897565407537,0.876120619396903,0.021079897565407606,0.18631239428236,0.0,1.0,0.0,0.0,0.0,409
0.02,block3_h36_seed13,"3-block, H=36",logreg_oracle_label,0.8856352447644146,0.0040717129708414575,0.8924205378973106,0.004234843050290633,0.33926465664480226,0.018404602538317754,0.7432762836185819,0.05867970660146699,0.014669926650366748,0.18337408312958436,409
0.02,block3_h36_seed13,"3-block, H=36",oracle_multicapacity,0.9431313368896191,0.013971168725947267,0.9470252648736756,0.013902789005079004,0.19469639920283074,0.0045367132528470935,0.9290953545232273,0.04156479217603912,0.026079869600651995,0.0032599837000814994,409
0.02,block3_h36_seed13,"3-block, H=36",rf_expected_utility,0.8819279214731051,0.004229366081853595,0.8875305623471883,0.004234843050290657,0.2801320437041599,0.003327617699629113,0.6788916055419723,0.06601466992665037,0.18581907090464547,0.06927465362673187,409
0.02,block3_h36_seed13,"3-block, H=36",rf_oracle_label,0.8725079312923762,0.014849175511082321,0.8785656071719642,0.014737686487387953,0.3028837939793902,0.03251441839821708,0.7074164629176855,0.11491442542787285,0.04808475957620212,0.1295843520782396,409
0.02,block3_h36_seed13,"3-block, H=36",ridge_expected_utility,0.8853993878307032,0.0026510539853031707,0.8907905460472697,0.002823228700193726,0.2695579108283308,0.013453529478116356,0.3414832925835371,0.3504482477587612,0.2795436022819886,0.028524857375713124,409
0.02,block3_h48_seed10,"3-block, H=48",fixed_Full,0.8523051409618575,0.02998862573801845,0.8723051409618573,0.029988625738018512,1.0,0.0,0.0,0.0,0.0,1.0,402
0.02,block3_h48_seed10,"3-block, H=48",fixed_Medium,0.8762610223393782,0.0014361946994767144,0.8839137645107794,0.0014361946994766504,0.382637108570064,0.0,0.0,0.0,1.0,0.0,402
0.02,block3_h48_seed10,"3-block, H=48",fixed_Small,0.8633096382050258,0.01656300526984922,0.867330016583748,0.01656300526984926,0.20101891893609566,0.0,0.0,1.0,0.0,0.0,402
