lambda,heldout,variant_label,utility,top1,relative_latency,select_Tiny,select_Small,select_Medium,select_Full,method
0.3,block3_h48_seed10,"3-block, H=48",0.8122654856953914,0.8681592039800995,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.3,block3_h48_seed10,"3-block, H=48",0.7929281551649426,0.8532338308457711,0.20101891893609564,0.0,1.0,0.0,0.0,fixed_Small
0.3,block3_h48_seed10,"3-block, H=48",0.7682934445434088,0.8830845771144279,0.382637108570064,0.0,0.0,1.0,0.0,fixed_Medium
0.3,block3_h48_seed10,"3-block, H=48",0.5407960199004976,0.8407960199004975,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.3,block3_h48_seed10,"3-block, H=48",0.8923765745223596,0.9527363184079602,0.20119914628533558,0.9154228855721394,0.03482587064676617,0.04228855721393035,0.007462686567164179,oracle_multicapacity
0.3,block3_h48_seed10,"3-block, H=48",0.8417476283370285,0.900497512437811,0.19583294700260798,0.8134328358208955,0.14925373134328357,0.03731343283582089,0.0,ridge_expected_utility
0.3,block3_h48_seed10,"3-block, H=48",0.8203999562612501,0.8781094527363185,0.19236498825022788,0.8034825870646766,0.1791044776119403,0.017412935323383085,0.0,rf_expected_utility
0.3,block3_h48_seed10,"3-block, H=48",0.820305016837299,0.8781094527363185,0.19268145299673153,0.7512437810945274,0.23383084577114427,0.014925373134328358,0.0,logreg_oracle_label
0.3,block3_h48_seed10,"3-block, H=48",0.8219801276554112,0.8805970149253731,0.19538962423320708,0.763681592039801,0.21393034825870647,0.01990049751243781,0.0024875621890547263,rf_oracle_label
0.0,block3_h72_seed14,"3-block, H=72",0.8159806295399515,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.0,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.0,block3_h72_seed14,"3-block, H=72",0.8426150121065376,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.0,block3_h72_seed14,"3-block, H=72",0.8184019370460048,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.0,block3_h72_seed14,"3-block, H=72",0.9418886198547215,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.0,block3_h72_seed14,"3-block, H=72",0.8426150121065376,0.8426150121065376,0.37788348352677825,0.024213075060532687,0.0,0.9757869249394673,0.0,ridge_expected_utility
0.0,block3_h72_seed14,"3-block, H=72",0.8523002421307506,0.8523002421307506,0.29337162504046155,0.6150121065375302,0.06537530266343826,0.24939467312348668,0.07021791767554479,rf_expected_utility
0.0,block3_h72_seed14,"3-block, H=72",0.8232445520581114,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.0,block3_h72_seed14,"3-block, H=72",0.8232445520581114,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
0.01,block3_h72_seed14,"3-block, H=72",0.8141175055971279,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
0.01,block3_h72_seed14,"3-block, H=72",0.7292246776387261,0.7312348668280871,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.01,block3_h72_seed14,"3-block, H=72",0.8387886410208368,0.8426150121065376,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.01,block3_h72_seed14,"3-block, H=72",0.8084019370460048,0.8184019370460048,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.01,block3_h72_seed14,"3-block, H=72",0.9397809661174856,0.9418886198547215,0.2107653737235873,0.87409200968523,0.05084745762711865,0.06053268765133172,0.014527845036319613,oracle_multicapacity
0.01,block3_h72_seed14,"3-block, H=72",0.8388551917714429,0.8426150121065376,0.3759820335094639,0.03389830508474576,0.0,0.9661016949152542,0.0,ridge_expected_utility
0.01,block3_h72_seed14,"3-block, H=72",0.8494286294931526,0.8523002421307506,0.2871612637598015,0.6246973365617433,0.07263922518159806,0.23728813559322035,0.06537530266343826,rf_expected_utility
0.01,block3_h72_seed14,"3-block, H=72",0.8145870293506797,0.8232445520581114,0.8657522707431796,0.13559322033898305,0.0,0.0387409200968523,0.8256658595641646,logreg_oracle_label
0.01,block3_h72_seed14,"3-block, H=72",0.8204771303007753,0.8232445520581114,0.27674217573359755,0.6513317191283293,0.12590799031476999,0.15012106537530268,0.07263922518159806,rf_oracle_label
0.02,block3_h72_seed14,"3-block, H=72",0.8122543816543043,0.8159806295399515,0.18631239428236002,1.0,0.0,0.0,0.0,fixed_Tiny
